x,y,t
-0.681453,0.023604,4.531854
-0.680775,0.021722,4.532854
-0.680097,0.019841,4.533854
-0.679419,0.017959,4.534854
-0.678742,0.016077,4.535854
-0.678064,0.014196,4.536854
-0.677386,0.012314,4.537854
-0.676708,0.010433,4.538854
-0.676030,0.008551,4.539854
-0.675352,0.006669,4.540854
-0.674674,0.004788,4.541853
-0.673996,0.002906,4.542853
-0.673318,0.001025,4.543853
-0.672640,-0.000857,4.544853
-0.671962,-0.002739,4.545853
-0.671284,-0.004620,4.546853
-0.670606,-0.006502,4.547853
-0.669928,-0.008383,4.548853
-0.669250,-0.010265,4.549853
-0.668572,-0.012147,4.550853
-0.667894,-0.014028,4.551853
-0.667216,-0.015910,4.552853
-0.666539,-0.017791,4.553853
-0.665861,-0.019673,4.554852
-0.665183,-0.021555,4.555852
-0.664505,-0.023436,4.556852
-0.663827,-0.025318,4.557852
-0.663149,-0.027200,4.558852
-0.662471,-0.029081,4.559852
-0.661793,-0.030963,4.560852
-0.661115,-0.032844,4.561852
-0.660437,-0.034726,4.562852
-0.659759,-0.036608,4.563852
-0.659081,-0.038489,4.564852
-0.658403,-0.040371,4.565852
-0.657725,-0.042252,4.566852
-0.657047,-0.044134,4.567852
-0.656369,-0.046016,4.568851
-0.655691,-0.047897,4.569851
-0.655014,-0.049779,4.570851
-0.654336,-0.051660,4.571851
-0.653658,-0.053542,4.572851
-0.652980,-0.055424,4.573851
-0.652302,-0.057305,4.574851
-0.651624,-0.059187,4.575851
-0.650946,-0.061068,4.576851
-0.650268,-0.062950,4.577851
-0.649590,-0.064832,4.578851
-0.648912,-0.066713,4.579851
-0.648234,-0.068595,4.580851
-0.647556,-0.070476,4.581851
-0.646878,-0.072358,4.582850
-0.646200,-0.074240,4.583850
-0.645522,-0.076121,4.584850
-0.644844,-0.078003,4.585850
-0.644166,-0.079884,4.586850
-0.643488,-0.081766,4.587850
-0.642811,-0.083648,4.588850
-0.642133,-0.085529,4.589850
-0.641455,-0.087411,4.590850
-0.640777,-0.089292,4.591850
-0.640099,-0.091174,4.592850
-0.639421,-0.093056,4.593850
-0.638743,-0.094937,4.594850
-0.638065,-0.096819,4.595850
-0.637387,-0.098700,4.596849
-0.636709,-0.100582,4.597849
-0.636031,-0.102464,4.598849
-0.635353,-0.104345,4.599849
-0.634675,-0.106227,4.600849
-0.633997,-0.108108,4.601849
-0.633319,-0.109990,4.602849
-0.632641,-0.111872,4.603849
-0.631963,-0.113753,4.604849
-0.631285,-0.115635,4.605849
-0.630608,-0.117516,4.606849
-0.629930,-0.119398,4.607849
-0.629252,-0.121280,4.608849
-0.628574,-0.123161,4.609848
-0.627896,-0.125043,4.610848
-0.627218,-0.126924,4.611848
-0.626540,-0.128806,4.612848
-0.625862,-0.130688,4.613848
-0.625184,-0.132569,4.614848
-0.624506,-0.134451,4.615848
-0.623828,-0.136332,4.616848
